order px wavelength class PCC r_m r_c med_intensity
35 2801 6319.66 z 0.025 -0.00140 -0.00788 -0.0099
35 2812 6319.90 w 0.069 0.00701 -0.01654 -0.0186
35 2813 6319.92 w 0.346 0.03853 -0.01364 -0.0252
35 2814 6319.94 w 0.606 0.07163 -0.01235 -0.0338
35 2815 6319.96 w 0.523 0.05291 -0.01114 -0.0270
35 2816 6319.98 w 0.324 0.03388 -0.00858 -0.0187
35 2817 6320.01 w 0.089 0.00843 -0.00722 -0.0097
35 2985 6323.63 w 0.217 0.02100 0.00223 -0.0040
35 2986 6323.65 w 0.243 0.02947 0.00282 -0.0060
35 2987 6323.67 w 0.268 0.03230 -0.00030 -0.0100
35 2988 6323.69 w 0.435 0.04973 -0.00139 -0.0163
35 2989 6323.71 w 0.493 0.05015 -0.01929 -0.0343
35 2990 6323.73 w 0.428 0.05776 -0.04798 -0.0652
35 2991 6323.75 w 0.701 0.10323 -0.04179 -0.0727
35 2992 6323.78 w 0.654 0.08761 -0.02400 -0.0502
35 2993 6323.80 w 0.532 0.07916 -0.00756 -0.0312
35 2994 6323.82 w 0.431 0.04995 -0.00899 -0.0239
35 2995 6323.84 w 0.590 0.07106 -0.00418 -0.0254
35 2996 6323.86 w 0.646 0.08418 -0.00111 -0.0263
35 2997 6323.88 w 0.541 0.06950 -0.00328 -0.0241
35 2998 6323.90 w 0.736 0.06852 -0.00140 -0.0219
35 2999 6323.93 w 0.530 0.05312 -0.00099 -0.0169
35 3000 6323.95 w 0.264 0.02494 -0.00454 -0.0120
35 3001 6323.97 w -0.090 -0.01086 -0.01318 -0.0099
35 3023 6324.44 z 0.184 -0.01165 -0.01349 -0.0303
35 3024 6324.46 z 0.530 -0.04024 -0.00059 -0.0588
35 3025 6324.48 z 0.463 -0.03533 -0.00804 -0.0592
35 3026 6324.51 z 0.267 -0.01827 -0.00836 -0.0348
35 3027 6324.53 z -0.040 0.00291 -0.02034 -0.0161
36 0235 6332.00 w 0.166 0.01548 -0.01090 -0.0155
36 0236 6332.03 w 0.482 0.04729 -0.00642 -0.0206
36 0237 6332.05 w 0.565 0.06650 -0.00982 -0.0297
36 0238 6332.07 w 0.450 0.06272 -0.01370 -0.0325
36 0239 6332.10 w 0.355 0.04528 -0.00948 -0.0230
36 0240 6332.12 w 0.196 0.02149 -0.01061 -0.0170
36 0284 6333.16 w 0.160 0.01766 -0.00504 -0.0103
36 0285 6333.19 w 0.376 0.03587 -0.00246 -0.0132
36 0286 6333.21 w 0.395 0.04112 -0.00419 -0.0165
36 0287 6333.23 w 0.436 0.05015 -0.00131 -0.0163
36 0288 6333.26 w 0.477 0.04675 0.00047 -0.0135
36 0289 6333.28 w 0.183 0.01689 -0.00411 -0.0092
36 0606 6340.75 w -0.027 -0.00212 -0.00567 -0.0050
36 0607 6340.77 w 0.246 0.02204 -0.00231 -0.0089
36 0608 6340.80 w 0.236 0.02386 -0.00522 -0.0124
36 0609 6340.82 w 0.312 0.02469 0.00048 -0.0069
36 0610 6340.84 w 0.097 0.00757 -0.00270 -0.0050
36 0673 6342.32 w 0.057 0.00456 -0.01067 -0.0120
36 0674 6342.35 w 0.355 0.02702 -0.00837 -0.0164
36 0675 6342.37 w 0.686 0.08005 -0.00355 -0.0275
36 0676 6342.39 w 0.763 0.10181 -0.00616 -0.0366
36 0677 6342.42 w 0.756 0.09726 -0.00340 -0.0325
36 0678 6342.44 w 0.534 0.06448 -0.00328 -0.0226
36 0679 6342.46 w 0.407 0.03308 -0.00345 -0.0133
36 0680 6342.49 w 0.495 0.04533 0.00345 -0.0101
36 0681 6342.51 w 0.295 0.02462 -0.00202 -0.0094
36 0682 6342.53 w 0.017 0.00154 -0.00626 -0.0067
36 0870 6346.93 w 0.033 0.00266 -0.01245 -0.0132
36 0871 6346.95 w 0.235 0.02238 -0.01243 -0.0191
36 0872 6346.98 w 0.449 0.03854 -0.01493 -0.0265
36 0873 6347.00 w 0.724 0.08298 -0.01131 -0.0361
36 0874 6347.02 w 0.608 0.06165 -0.01157 -0.0300
36 0875 6347.05 w 0.371 0.03125 -0.01087 -0.0202
36 0876 6347.07 w 0.341 0.02823 -0.00402 -0.0125
36 0877 6347.09 w 0.031 0.00280 -0.00902 -0.0099
36 0883 6347.23 w 0.179 0.01513 -0.00509 -0.0096
36 0884 6347.26 w 0.404 0.03462 -0.00178 -0.0121
36 0885 6347.28 w 0.352 0.03339 -0.00798 -0.0180
36 0886 6347.30 w 0.568 0.06196 -0.00084 -0.0194
36 0887 6347.33 w 0.292 0.02635 -0.00774 -0.0156
36 0888 6347.35 w 0.100 0.00763 -0.00789 -0.0102
36 1028 6350.61 w 0.158 0.01341 -0.00116 -0.0052
36 1029 6350.63 w 0.273 0.02402 0.00151 -0.0057
36 1030 6350.65 w 0.410 0.03945 0.00064 -0.0112
36 1031 6350.68 w 0.623 0.06202 0.00118 -0.0174
36 1032 6350.70 w 0.832 0.10565 0.00399 -0.0276
36 1033 6350.72 w 0.769 0.10291 0.00278 -0.0280
36 1034 6350.75 w 0.625 0.07312 0.00205 -0.0198
36 1035 6350.77 w 0.561 0.04985 0.00236 -0.0125
36 1036 6350.79 w 0.487 0.03975 0.00333 -0.0086
36 1037 6350.82 w 0.372 0.03292 0.00407 -0.0058
36 1038 6350.84 w 0.294 0.02121 0.00164 -0.0047
36 1039 6350.86 w 0.320 0.02665 0.00422 -0.0037
36 1040 6350.89 w 0.113 0.00936 -0.00165 -0.0045
36 1802 6368.39 w 0.194 0.01409 0.00209 -0.0021
36 1803 6368.41 w 0.374 0.02412 0.00100 -0.0062
36 1804 6368.43 w 0.567 0.04494 0.00093 -0.0125
36 1805 6368.45 w 0.511 0.04412 -0.00390 -0.0171
36 1806 6368.48 w 0.383 0.02955 -0.00555 -0.0144
36 1807 6368.50 w 0.294 0.01988 -0.00437 -0.0103
36 1808 6368.52 w 0.208 0.01407 -0.00298 -0.0072
36 1939 6371.49 w 0.118 0.01182 -0.00339 -0.0069
36 1940 6371.51 w 0.250 0.02345 -0.00442 -0.0114
36 1941 6371.53 w 0.451 0.04642 -0.00171 -0.0156
36 1942 6371.55 w 0.581 0.05981 -0.00435 -0.0222
36 1943 6371.58 w 0.466 0.04995 -0.00575 -0.0207
36 1944 6371.60 w 0.367 0.02936 -0.00547 -0.0142
36 1945 6371.62 w 0.342 0.02649 -0.00154 -0.0095
36 1946 6371.65 w 0.310 0.02510 0.00050 -0.0070
36 1947 6371.67 w 0.245 0.01868 0.00040 -0.0052
36 1948 6371.69 w 0.059 0.00456 -0.00325 -0.0046
37 1923 6443.52 w 0.155 0.01536 -0.00268 -0.0073
37 1924 6443.54 w 0.289 0.02584 0.00056 -0.0072
37 1925 6443.56 w 0.557 0.05393 0.00543 -0.0107
37 1926 6443.58 w 0.392 0.04209 -0.00249 -0.0151
37 1927 6443.61 w 0.409 0.04249 0.00041 -0.0123
37 1928 6443.63 w 0.273 0.02361 0.00018 -0.0069
37 1929 6443.65 w 0.188 0.01674 -0.00090 -0.0059
37 2113 6447.84 w 0.123 0.00923 -0.00910 -0.0119
37 2114 6447.87 w 0.262 0.02009 -0.00842 -0.0144
37 2115 6447.89 w 0.548 0.04098 -0.01020 -0.0225
37 2116 6447.91 w 0.600 0.05414 -0.01360 -0.0298
37 2117 6447.93 w 0.585 0.06175 -0.01415 -0.0326
37 2118 6447.96 w 0.462 0.05216 -0.00698 -0.0226
37 2119 6447.98 w 0.011 0.00102 -0.01590 -0.0162
37 2188 6449.54 w 0.151 0.01363 -0.00353 -0.0076
37 2189 6449.57 w 0.346 0.02554 -0.00377 -0.0114
37 2190 6449.59 w 0.451 0.04509 -0.00306 -0.0165
37 2191 6449.61 w 0.557 0.05546 0.00176 -0.0148
37 2192 6449.63 w 0.420 0.04207 0.00141 -0.0112
37 2193 6449.66 w 0.256 0.01978 -0.00223 -0.0081
37 2194 6449.68 w 0.125 0.00987 -0.00375 -0.0067
37 2268 6451.35 w 0.049 0.00402 -0.00437 -0.0056
37 2269 6451.37 w 0.386 0.03181 0.00327 -0.0062
37 2270 6451.40 w 0.264 0.02201 0.00095 -0.0056
37 2271 6451.42 w 0.370 0.03268 0.00193 -0.0078
37 2272 6451.44 w 0.441 0.04165 0.00079 -0.0117
37 2273 6451.47 w 0.392 0.03313 -0.00147 -0.0114
37 2274 6451.49 w 0.286 0.02543 -0.00179 -0.0094
37 2275 6451.51 w 0.345 0.03071 0.00440 -0.0048
37 2276 6451.53 w 0.069 0.00634 -0.00496 -0.0069
37 2389 6454.08 w 0.182 0.01965 -0.00777 -0.0136
37 2390 6454.10 w 0.407 0.03782 -0.00894 -0.0202
37 2391 6454.12 w 0.656 0.06886 -0.00732 -0.0279
37 2392 6454.15 w 0.713 0.07834 -0.01072 -0.0341
37 2393 6454.17 w 0.498 0.05393 -0.01366 -0.0298
37 2394 6454.19 w 0.286 0.02563 -0.01282 -0.0205
37 2395 6454.21 w 0.194 0.02601 -0.00845 -0.0162
37 2521 6457.04 w 0.096 0.01006 -0.00735 -0.0104
37 2522 6457.06 w 0.318 0.03154 -0.00489 -0.0143
37 2523 6457.08 w 0.406 0.03644 -0.00686 -0.0178
37 2524 6457.10 w 0.281 0.02660 -0.01105 -0.0190
37 2525 6457.13 w 0.239 0.02023 -0.00720 -0.0132
37 2526 6457.15 w -0.114 -0.00977 -0.01105 -0.0081
37 2593 6458.65 w 0.129 0.01175 -0.00773 -0.0112
37 2594 6458.67 w 0.669 0.06913 0.00044 -0.0202
37 2595 6458.69 w 0.568 0.06326 -0.00471 -0.0236
37 2596 6458.71 w 0.519 0.05531 -0.00234 -0.0189
37 2597 6458.73 w 0.452 0.04777 0.00073 -0.0136
37 2598 6458.76 w 0.406 0.04411 0.00117 -0.0120
37 2599 6458.78 w 0.478 0.05631 0.00086 -0.0160
37 2600 6458.80 w 0.662 0.07816 -0.00166 -0.0250
37 2601 6458.82 w 0.784 0.11291 -0.00256 -0.0363
37 2602 6458.85 w 0.883 0.15725 -0.00623 -0.0532
37 2603 6458.87 w 0.912 0.20707 -0.00348 -0.0654
37 2604 6458.89 w 0.914 0.18524 -0.00048 -0.0559
37 2605 6458.91 w 0.790 0.11383 -0.00471 -0.0387
37 2606 6458.94 w 0.463 0.05042 -0.00696 -0.0220
37 2607 6458.96 w 0.360 0.03954 -0.00147 -0.0133
37 2608 6458.98 w 0.286 0.03217 -0.00052 -0.0101
37 2609 6459.00 w 0.153 0.01610 -0.00395 -0.0088
37 2636 6459.60 w 0.204 0.01922 -0.00486 -0.0106
37 2637 6459.63 w 0.362 0.03046 -0.00868 -0.0178
37 2638 6459.65 w 0.659 0.07846 -0.00542 -0.0289
37 2639 6459.67 w 0.824 0.12185 -0.00201 -0.0384
37 2640 6459.69 w 0.767 0.11096 -0.00685 -0.0400
37 2641 6459.72 w 0.676 0.08755 -0.00214 -0.0283
37 2642 6459.74 w 0.438 0.04164 -0.00629 -0.0187
37 2643 6459.76 w 0.347 0.03086 -0.00530 -0.0145
37 2644 6459.78 w 0.093 0.00836 -0.00839 -0.0109
37 2650 6459.92 w 0.101 0.00768 -0.00578 -0.0081
37 2651 6459.94 w 0.248 0.02324 -0.00408 -0.0110
37 2652 6459.96 w 0.369 0.03994 -0.00987 -0.0218
37 2653 6459.98 w 0.642 0.07039 -0.00446 -0.0255
37 2654 6460.00 w 0.343 0.04233 -0.01015 -0.0228
37 2655 6460.03 w 0.024 0.00242 -0.01343 -0.0142
37 2661 6460.16 w 0.145 0.01470 -0.00352 -0.0079
37 2662 6460.18 w 0.364 0.03671 -0.00603 -0.0170
37 2663 6460.20 w 0.374 0.04226 -0.00543 -0.0181
37 2664 6460.23 w 0.477 0.04522 -0.00402 -0.0175
37 2665 6460.25 w 0.320 0.03292 -0.00120 -0.0110
37 2666 6460.27 w -0.060 -0.00558 -0.01035 -0.0087
37 2733 6461.76 w -0.027 -0.00271 -0.01025 -0.0094
37 2734 6461.78 w 0.283 0.03094 -0.00668 -0.0159
37 2735 6461.80 w 0.530 0.06363 -0.00460 -0.0236
37 2736 6461.83 w 0.728 0.10428 -0.00329 -0.0345
37 2737 6461.85 w 0.741 0.09978 -0.00656 -0.0364
37 2738 6461.87 w 0.705 0.09611 -0.00126 -0.0300
37 2739 6461.89 w 0.583 0.06633 0.00244 -0.0174
37 2740 6461.91 w 0.360 0.03827 -0.00242 -0.0139
37 2741 6461.94 w 0.422 0.04395 0.00087 -0.0123
37 2742 6461.96 w 0.431 0.05081 0.00262 -0.0126
37 2743 6461.98 w 0.603 0.06970 0.00479 -0.0161
37 2744 6462.00 w 0.539 0.07169 0.00284 -0.0186
37 2745 6462.03 w 0.541 0.06240 0.00208 -0.0166
37 2746 6462.05 w 0.483 0.06043 0.00634 -0.0117
37 2747 6462.07 w 0.185 0.01906 -0.00247 -0.0082
37 2806 6463.38 w 0.216 0.02050 -0.00472 -0.0109
37 2807 6463.40 w 0.272 0.02971 -0.00506 -0.0139
37 2808 6463.42 w 0.517 0.04965 -0.00517 -0.0200
37 2809 6463.44 w 0.649 0.08264 -0.00977 -0.0345
37 2810 6463.46 w 0.846 0.13285 -0.01156 -0.0513
37 2811 6463.49 w 0.866 0.14380 -0.00775 -0.0507
37 2812 6463.51 w 0.681 0.09081 -0.00867 -0.0358
37 2813 6463.53 w 0.517 0.04020 -0.00647 -0.0185
37 2814 6463.55 w 0.310 0.03016 -0.00440 -0.0134
37 2815 6463.58 w 0.069 0.00605 -0.00630 -0.0081
37 2849 6464.33 w 0.173 0.01824 -0.00699 -0.0124
37 2850 6464.35 w 0.414 0.04454 -0.00695 -0.0203
37 2851 6464.37 w 0.699 0.09784 -0.00655 -0.0358
37 2852 6464.39 w 0.835 0.16491 -0.01024 -0.0595
37 2853 6464.41 w 0.876 0.19401 -0.01349 -0.0715
37 2854 6464.44 w 0.863 0.17542 -0.00815 -0.0606
37 2855 6464.46 w 0.702 0.08862 -0.01176 -0.0383
37 2856 6464.48 w 0.266 0.03233 -0.01206 -0.0217
37 2857 6464.50 w -0.007 -0.00067 -0.01611 -0.0159
37 2929 6466.09 w 0.088 0.00883 -0.00932 -0.0120
37 2930 6466.11 w 0.520 0.06343 -0.00107 -0.0200
37 2931 6466.13 w 0.599 0.07291 -0.00468 -0.0265
37 2932 6466.16 w 0.572 0.07040 -0.00264 -0.0237
37 2933 6466.18 w 0.373 0.04020 -0.00389 -0.0159
37 2934 6466.20 w 0.243 0.02662 -0.00737 -0.0153
37 2935 6466.22 w 0.453 0.05443 -0.00819 -0.0245
37 2936 6466.24 w 0.675 0.08041 -0.00583 -0.0299
37 2937 6466.27 w 0.709 0.11012 -0.00498 -0.0379
37 2938 6466.29 w 0.735 0.10675 0.00177 -0.0301
37 2939 6466.31 w 0.388 0.04388 -0.00779 -0.0209
37 2940 6466.33 w 0.504 0.06457 0.00313 -0.0162
37 2941 6466.35 w 0.448 0.03434 -0.00208 -0.0123
37 2942 6466.38 w 0.503 0.04991 0.00288 -0.0120
37 2943 6466.40 w 0.327 0.03394 0.00269 -0.0075
37 2944 6466.42 w 0.107 0.00934 -0.00373 -0.0065
37 2954 6466.64 w 0.205 0.02260 -0.00683 -0.0136
37 2955 6466.66 w 0.441 0.05090 -0.00713 -0.0223
37 2956 6466.68 w 0.617 0.08940 -0.00358 -0.0303
37 2957 6466.71 w 0.566 0.09045 -0.01075 -0.0378
37 2958 6466.73 w 0.677 0.08073 -0.00799 -0.0321
37 2959 6466.75 w 0.294 0.02618 -0.01675 -0.0246
37 2960 6466.77 w -0.053 -0.00586 -0.02019 -0.0184
37 2993 6467.50 w 0.234 0.02130 -0.00240 -0.0088
37 2994 6467.52 w 0.516 0.06077 0.00571 -0.0125
37 2995 6467.54 w 0.693 0.09688 0.00117 -0.0278
37 2996 6467.56 w 0.694 0.13327 -0.00050 -0.0403
37 2997 6467.58 w 0.819 0.14173 0.00103 -0.0413
37 2998 6467.61 w 0.701 0.08698 -0.00151 -0.0275
37 2999 6467.63 w 0.394 0.05330 0.00218 -0.0138
37 3000 6467.65 w 0.272 0.03004 0.00126 -0.0077
37 3001 6467.67 w -0.005 -0.00046 -0.00644 -0.0063
37 3006 6467.78 w -0.007 -0.00087 -0.01155 -0.0113
37 3007 6467.80 w 0.327 0.03075 -0.00410 -0.0133
37 3008 6467.83 w 0.378 0.03307 -0.00793 -0.0178
37 3009 6467.85 w 0.606 0.07801 -0.00185 -0.0252
37 3010 6467.87 w 0.632 0.09284 -0.00880 -0.0366
37 3011 6467.89 w 0.623 0.09989 -0.00598 -0.0358
37 3012 6467.91 w 0.640 0.08726 -0.00554 -0.0316
37 3013 6467.94 w 0.591 0.08665 -0.00055 -0.0265
37 3014 6467.96 w 0.609 0.08216 -0.00334 -0.0279
37 3015 6467.98 w 0.474 0.06206 -0.00771 -0.0263
37 3016 6468.00 w 0.309 0.03660 -0.00819 -0.0191
37 3017 6468.02 w 0.220 0.02324 -0.00743 -0.0144
37 3030 6468.31 w 0.132 0.01308 -0.00691 -0.0108
37 3031 6468.33 w 0.552 0.06555 0.00329 -0.0163
37 3032 6468.35 w 0.414 0.05677 -0.00179 -0.0188
37 3033 6468.37 w 0.340 0.03520 -0.00434 -0.0149
37 3034 6468.40 w 0.233 0.02583 -0.00335 -0.0111
37 3074 6469.27 w -0.006 -0.00064 -0.00851 -0.0083
37 3075 6469.29 w 0.324 0.03437 -0.00524 -0.0155
37 3076 6469.32 w 0.434 0.04615 -0.01101 -0.0248
37 3077 6469.34 w 0.663 0.08578 -0.01188 -0.0375
37 3078 6469.36 w 0.712 0.09809 -0.01605 -0.0454
37 3079 6469.38 w 0.673 0.08119 -0.00904 -0.0333
37 3080 6469.40 w 0.192 0.02362 -0.01647 -0.0235
37 3087 6469.56 w 0.158 0.01751 -0.00931 -0.0145
37 3088 6469.58 w 0.383 0.03753 -0.01319 -0.0244
37 3089 6469.60 w 0.765 0.09811 -0.01750 -0.0468
37 3090 6469.62 w 0.887 0.20655 -0.01604 -0.0778
37 3091 6469.64 w 0.922 0.25259 -0.00913 -0.0846
37 3092 6469.67 w 0.845 0.17575 -0.01179 -0.0643
37 3093 6469.69 w 0.562 0.07888 -0.01293 -0.0365
37 3094 6469.71 w 0.337 0.03377 -0.00955 -0.0196
37 3095 6469.73 w -0.090 -0.00890 -0.01547 -0.0128
37 3102 6469.88 w -0.005 -0.00059 -0.00831 -0.0081
37 3103 6469.91 w 0.255 0.03119 -0.00066 -0.0100
37 3104 6469.93 w 0.379 0.05069 -0.00154 -0.0167
37 3105 6469.95 w 0.650 0.10082 0.00415 -0.0260
37 3106 6469.97 w 0.789 0.13678 -0.00153 -0.0424
37 3107 6469.99 w 0.761 0.14782 -0.00993 -0.0541
37 3108 6470.01 w 0.794 0.15733 0.00139 -0.0456
37 3109 6470.04 w 0.621 0.08957 -0.00490 -0.0317
37 3110 6470.06 w 0.529 0.06640 0.00008 -0.0198
37 3111 6470.08 w 0.373 0.04835 -0.00012 -0.0146
37 3112 6470.10 w 0.178 0.02085 -0.00446 -0.0107
38 0021 6472.36 w 0.134 0.01331 -0.00373 -0.0077
38 0022 6472.39 w 0.264 0.03948 -0.00342 -0.0152
38 0023 6472.41 w 0.476 0.06306 -0.00753 -0.0264
38 0024 6472.43 w 0.855 0.17524 -0.00350 -0.0559
38 0025 6472.46 w 0.951 0.31091 -0.00647 -0.0994
38 0026 6472.48 w 0.913 0.30254 -0.00511 -0.0956
38 0027 6472.51 w 0.807 0.16353 -0.00795 -0.0568
38 0028 6472.53 w 0.612 0.09943 -0.00236 -0.0321
38 0029 6472.56 w 0.509 0.06563 -0.00711 -0.0267
38 0030 6472.58 w 0.633 0.08671 -0.00889 -0.0348
38 0031 6472.60 w 0.774 0.13760 -0.00397 -0.0451
38 0032 6472.63 w 0.753 0.10924 -0.00079 -0.0335
38 0033 6472.65 w 0.164 0.02309 -0.01297 -0.0199
38 0051 6473.09 w 0.129 0.01628 -0.01205 -0.0169
38 0052 6473.12 w 0.405 0.06256 -0.01262 -0.0313
38 0053 6473.14 w 0.781 0.16713 -0.01511 -0.0651
38 0054 6473.16 w 0.919 0.30750 -0.01463 -0.1066
38 0055 6473.19 w 0.935 0.30146 -0.00838 -0.0985
38 0056 6473.21 w 0.810 0.16998 -0.00693 -0.0578
38 0057 6473.24 w 0.700 0.08629 -0.00174 -0.0275
38 0058 6473.26 w 0.204 0.02074 -0.01037 -0.0166
38 0091 6474.06 w 0.145 0.01439 -0.00158 -0.0059
38 0092 6474.09 w 0.413 0.04523 0.00026 -0.0133
38 0093 6474.11 w 0.687 0.09431 0.00573 -0.0225
38 0094 6474.14 w 0.524 0.06158 -0.00377 -0.0222
38 0095 6474.16 w 0.326 0.02890 -0.00343 -0.0121
38 0096 6474.18 w 0.072 0.00700 -0.00191 -0.0040
38 0126 6474.91 w 0.044 0.00444 -0.00617 -0.0075
38 0127 6474.94 w 0.267 0.02853 -0.00254 -0.0111
38 0128 6474.96 w 0.458 0.05519 -0.00381 -0.0203
38 0129 6474.99 w 0.671 0.10625 -0.00347 -0.0352
38 0130 6475.01 w 0.866 0.22031 -0.00183 -0.0677
38 0131 6475.03 w 0.952 0.41949 0.00428 -0.1211
38 0132 6475.06 w 0.964 0.45606 -0.00383 -0.1402
38 0133 6475.08 w 0.918 0.29775 -0.00871 -0.0977
38 0134 6475.11 w 0.891 0.22504 0.00318 -0.0641
38 0135 6475.13 w 0.854 0.17743 0.00028 -0.0528
38 0136 6475.16 w 0.908 0.26783 0.00370 -0.0764
38 0137 6475.18 w 0.966 0.46038 0.00516 -0.1325
38 0138 6475.20 w 0.980 0.56651 0.00359 -0.1658
38 0139 6475.23 w 0.955 0.39111 0.00175 -0.1152
38 0140 6475.25 w 0.840 0.20777 0.00424 -0.0579
38 0141 6475.28 w 0.747 0.11248 0.00638 -0.0272
38 0142 6475.30 w 0.473 0.05577 0.00285 -0.0138
38 0143 6475.33 w 0.315 0.02900 -0.00059 -0.0093
38 0144 6475.35 w 0.297 0.03147 0.00558 -0.0038
38 0145 6475.37 w 0.340 0.03731 0.00826 -0.0029
38 0146 6475.40 w -0.275 -0.02511 -0.00833 -0.0008
38 0157 6475.67 w 0.171 0.01853 -0.00504 -0.0106
38 0158 6475.69 w 0.470 0.05802 -0.00050 -0.0178
38 0159 6475.71 w 0.572 0.07968 -0.00243 -0.0263
38 0160 6475.74 w 0.841 0.16077 0.00130 -0.0468
38 0161 6475.76 w 0.926 0.31567 0.00006 -0.0943
38 0162 6475.79 w 0.963 0.58694 -0.00242 -0.1779
38 0163 6475.81 w 0.985 0.78925 -0.00911 -0.2451
38 0164 6475.84 w 0.969 0.61116 -0.01952 -0.2023
38 0165 6475.86 w 0.932 0.33929 -0.01011 -0.1116
38 0166 6475.88 w 0.844 0.15430 -0.00915 -0.0553
38 0167 6475.91 w 0.468 0.06150 -0.01085 -0.0292
38 0168 6475.93 w 0.289 0.02486 -0.01033 -0.0178
38 0169 6475.96 w 0.088 0.00799 -0.00639 -0.0088
38 0192 6476.51 w 0.010 0.00110 -0.00293 -0.0033
38 0193 6476.54 w 0.287 0.03123 -0.00384 -0.0132
38 0194 6476.56 w 0.481 0.06473 -0.00257 -0.0219
38 0195 6476.59 w 0.497 0.04894 -0.00564 -0.0203
38 0196 6476.61 w 0.202 0.02352 -0.00283 -0.0099
38 0209 6476.93 w 0.145 0.01504 0.00064 -0.0039
38 0210 6476.95 w 0.513 0.06182 0.00562 -0.0129
38 0211 6476.97 w 0.627 0.08745 -0.00102 -0.0272
38 0212 6477.00 w 0.787 0.15713 -0.00217 -0.0491
38 0213 6477.02 w 0.793 0.15569 -0.00434 -0.0509
38 0214 6477.05 w 0.698 0.09596 -0.00401 -0.0327
38 0215 6477.07 w 0.421 0.04992 -0.00276 -0.0177
38 0216 6477.10 w 0.422 0.04830 0.00282 -0.0116
38 0217 6477.12 w 0.190 0.01859 -0.00112 -0.0067
38 0222 6477.24 w 0.031 0.00276 -0.00298 -0.0038
38 0223 6477.27 w 0.263 0.02581 0.00093 -0.0068
38 0224 6477.29 w 0.316 0.02747 -0.00545 -0.0137
38 0225 6477.31 w 0.542 0.06482 -0.00541 -0.0248
38 0226 6477.34 w 0.641 0.07829 -0.00393 -0.0273
38 0227 6477.36 w 0.482 0.05688 0.00009 -0.0169
38 0228 6477.39 w 0.343 0.04085 -0.00021 -0.0124
38 0229 6477.41 w 0.232 0.02468 0.00033 -0.0071
38 0298 6479.08 w 0.182 0.01727 -0.00443 -0.0096
38 0299 6479.10 w 0.387 0.04222 -0.00378 -0.0164
38 0300 6479.13 w 0.758 0.09599 -0.00052 -0.0292
38 0301 6479.15 w 0.918 0.20049 0.00579 -0.0542
38 0302 6479.18 w 0.931 0.27380 0.00348 -0.0784
38 0303 6479.20 w 0.857 0.23071 -0.00017 -0.0691
38 0304 6479.23 w 0.698 0.12663 0.00010 -0.0378
38 0305 6479.25 w 0.535 0.06677 -0.00201 -0.0220
38 0306 6479.27 w 0.380 0.03717 -0.00118 -0.0123
38 0307 6479.30 w 0.372 0.03918 0.00300 -0.0087
38 0308 6479.32 w 0.412 0.04292 0.00772 -0.0051
38 0309 6479.35 w 0.487 0.05024 0.00978 -0.0052
38 0310 6479.37 w 0.396 0.04267 0.00722 -0.0055
38 0311 6479.39 w 0.433 0.04526 0.00479 -0.0087
38 0312 6479.42 w 0.547 0.05620 0.00219 -0.0146
38 0313 6479.44 w 0.705 0.09259 -0.00008 -0.0278
38 0314 6479.47 w 0.864 0.15661 0.00247 -0.0444
38 0315 6479.49 w 0.796 0.13052 -0.00526 -0.0443
38 0316 6479.52 w 0.571 0.09412 -0.00095 -0.0291
38 0317 6479.54 w 0.340 0.02656 -0.00629 -0.0142
38 0318 6479.56 w 0.215 0.02281 -0.00323 -0.0101
38 0334 6479.95 w 0.168 0.02004 -0.01547 -0.0215
38 0335 6479.97 w 0.622 0.08515 -0.00911 -0.0346
38 0336 6480.00 w 0.829 0.19322 -0.00556 -0.0633
38 0337 6480.02 w 0.957 0.41231 -0.00515 -0.1284
38 0338 6480.05 w 0.980 0.64950 -0.01166 -0.2059
38 0339 6480.07 w 0.976 0.60183 -0.01437 -0.1943
38 0340 6480.10 w 0.952 0.33481 -0.01401 -0.1141
38 0341 6480.12 w 0.820 0.14844 -0.01211 -0.0565
38 0342 6480.14 w 0.640 0.07173 -0.00998 -0.0314
38 0343 6480.17 w 0.382 0.04352 -0.00908 -0.0221
38 0344 6480.19 w 0.124 0.01409 -0.01409 -0.0183
38 0402 6481.59 w 0.020 0.00197 -0.00491 -0.0055
38 0403 6481.62 w 0.344 0.03371 -0.00130 -0.0114
38 0404 6481.64 w 0.382 0.04380 -0.01458 -0.0277
38 0405 6481.66 w 0.508 0.06303 -0.01092 -0.0298
38 0406 6481.69 w 0.303 0.02939 -0.01153 -0.0203
38 0407 6481.71 w -0.191 -0.01902 -0.01509 -0.0094
38 0456 6482.89 w -0.016 -0.00114 0.00468 0.0050
38 0457 6482.92 w 0.285 0.02467 0.01239 0.0050
38 0458 6482.94 w 0.449 0.03559 0.01693 0.0063
38 0459 6482.97 w 0.273 0.02429 0.01156 0.0043
38 0460 6482.99 w 0.472 0.04784 0.01803 0.0037
38 0461 6483.01 w 0.296 0.02750 0.01139 0.0032
38 0462 6483.04 w 0.421 0.03279 0.01224 0.0024
38 0463 6483.06 w 0.272 0.02478 0.00833 0.0009
38 0464 6483.09 w 0.320 0.03035 0.00667 -0.0024
38 0465 6483.11 w 0.467 0.04282 0.00413 -0.0087
38 0466 6483.14 w 0.645 0.06902 0.00446 -0.0162
38 0467 6483.16 w 0.831 0.11726 0.00463 -0.0304
38 0468 6483.18 w 0.913 0.22203 0.00087 -0.0655
38 0469 6483.21 w 0.942 0.42033 -0.00523 -0.1309
